1432,646,,
391,630,5,5
1148,629,14,11
133,627,49,7
370,610,2,2
93,587,9184,1230
627,488,78,43
673,465,252,39
330,450,1,1
690,430,2,2
728,430,117,35
794,391,510,40
830,373,75,31
875,325,400,71
905,308,308,167
921,270,46,33
12,264,99,54
74,215,4941,1183
48,171,30,9
154,147,1521,435
158,147,5440,1584
250,109,3,3
184,109,260,99
231,88,35,16
108,115,5609,1352
268,75,340,138
70,69,20,15
1094,76,816,116
148,53,140,67
33,52,612,170
354,42,500,94
110,31,64,29
266,29,104,41
1172,10,21,15
